"","token","tok_length","n"
"3640","媛",1,1
"3641","媲美",2,1
"3642","媵",1,1
"3643","媾和",2,2
"3644","媿",1,1
"3645","嫁",1,3
"3646","嫁娶",2,1
"3647","嫂子",2,1
"3648","嫉",1,3
"3649","嫉妬",2,4
"3650","嫉恨",2,1
"3651","嫉視",2,2
"3652","嫌",1,7
"3653","嫌惡",2,3
"3654","嫌疑",2,3
"3655","嫌疑犯",3,1
"3656","嫖",1,1
"3657","嫡母",2,1
"3658","嫻",1,3
"3659","嬉戲",2,1
"3660","嬌",1,1
"3661","嬌嫩",2,1
"3662","嬗",1,3
"3663","嬭",1,1
"3664","孀婦",2,1
"3665","子",1,97
"3666","子夜",2,1
"3667","子女",2,8
"3668","子孫",2,2
"3669","子弟",2,23
"3670","子彈",2,8
"3671","子母",2,1
"3672","子爵",2,2
"3673","孑",1,6
"3674","孔",1,12
"3675","孔子",2,12
"3676","孔孟",2,3
"3677","孔德",2,1
"3678","孔教",2,5
"3679","孔道",2,3
"3680","孔雀",2,5
"3681","孕",1,1
"3682","孕婦",2,1
"3683","孕育",2,1
"3684","字",1,80
"3685","字典",2,4
"3686","字句",2,2
"3687","字帖",2,1
"3688","字形",2,8
"3689","字據",2,1
"3690","字樣",2,5
"3691","字母",2,6
"3692","字義",2,2
"3693","存",1,53
"3694","存亡",2,5
"3695","存儲",2,2
"3696","存在",2,17
"3697","存留",2,2
"3698","存立",2,3
"3699","存貨",2,1
"3700","孚",1,8
"3701","孜",1,1
"3702","孜孜",2,1
"3703","孝",1,13
"3704","孝子",2,3
"3705","孝文",2,2
"3706","孝經",2,1
"3707","孟",1,10
"3708","孟冬",2,1
"3709","孟加拉",3,1
"3710","孟子",2,4
"3711","孟買",2,1
"3712","季",1,13
"3713","季報",2,2
"3714","季春",2,1
"3715","孤",1,8
"3716","孤兒",2,3
"3717","孤立",2,3
"3718","孤苦",2,1
"3719","孤陋",2,1
"3720","孩子",2,2
"3721","孩童",2,1
"3722","孫",1,85
"3723","孫中山",3,12
"3724","孫傳芳",3,1
"3725","孫吳",2,1
"3726","孫文",2,21
"3727","孫逸仙",3,1
"3728","孰",1,15
"3729","孳孳",2,1
"3730","學",1,456
"3731","學位",2,27
"3732","學分",2,4
"3733","學制",2,19
"3734","學力",2,4
"3735","學務處",3,6
"3736","學區",2,1
"3737","學友",2,1
"3738","學員",2,2
"3739","學問",2,39
"3740","學堂",2,137
"3741","學報",2,6
"3742","學士",2,9
"3743","學子",2,7
"3744","學家",2,2
"3745","學年",2,4
"3746","學府",2,3
"3747","學徒",2,1
"3748","學政",2,5
"3749","學會",2,24
"3750","學期",2,8
"3751","學校",2,352
"3752","學案",2,1
"3753","學業",2,8
"3754","學歷",2,1
"3755","學派",2,1
"3756","學理",2,3
"3757","學生",2,485
"3758","學生會",3,4
"3759","學界",2,18
"3760","學社",2,2
"3761","學科",2,15
"3762","學童",2,1
"3763","學習",2,20
"3764","學者",2,53
"3765","學藝",2,4
"3766","學術",2,121
"3767","學術界",3,6
"3768","學說",2,20
"3769","學識",2,12
"3770","學費",2,28
"3771","學軍",2,1
"3772","學院",2,8
"3773","學風",2,5
"3774","學館",2,4
"3775","學齡",2,3
"3776","孺子",2,3
"3777","孽",1,1
"3778","它",1,34
"3779","它們",2,3
"3780","宅",1,4
"3781","宇",1,4
"3782","宇內",2,1
"3783","宇宙",2,3
"3784","宇都宮",3,1
"3785","守",1,64
"3786","守信",2,3
"3787","守備",2,1
"3788","守兵",2,4
"3789","守勢",2,1
"3790","守義",2,1
"3791","安",1,100
"3792","安全",2,7
"3793","安南",2,96
"3794","安危",2,1
"3795","安坐",2,1
"3796","安堵",2,1
"3797","安定",2,20
"3798","安徽",2,19
"3799","安徽省",3,1
"3800","安心",2,2
"3801","安慰",2,2
"3802","安慶",2,6
"3803","安撫",2,1
"3804","安政",2,2
"3805","安東",2,6
"3806","安正",2,1
"3807","安海",2,2
"3808","安源",2,1
"3809","安眠劑",3,1
"3810","安福",2,7
"3811","安縣",2,2
"3812","安置",2,2
"3813","安謐",2,1
"3814","安逸",2,1
"3815","宋",1,32
"3816","宋人",2,1
"3817","宋代",2,2
"3818","宋儒",2,2
"3819","宋太祖",3,1
"3820","完",1,26
"3821","完備",2,15
"3822","完全",2,77
"3823","完善",2,6
"3824","完成",2,31
"3825","完整",2,1
"3826","完滿",2,1
"3827","完畢",2,2
"3828","完結",2,2
"3829","完美",2,3
"3830","宏",1,14
"3831","宏壯",2,3
"3832","宏大",2,6
"3833","宏富",2,1
"3834","宏文",2,1
"3835","宏遠",2,2
"3836","宕",1,1
"3837","宗",1,49
"3838","宗室",2,3
"3839","宗教",2,18
"3840","宗族",2,1
"3841","宗旨",2,24
"3842","宗派",2,3
"3843","宗翰",2,1
"3844","官",1,236
"3845","官僚",2,10
"3846","官兵",2,2
"3847","官制",2,34
"3848","官吏",2,33
"3849","官員",2,1
"3850","官報",2,8
"3851","官府",2,3
"3852","官廳",2,8
"3853","官憲",2,1
"3854","官方",2,1
"3855","官業",2,2
"3856","官民",2,2
"3857","官營",2,1
"3858","官界",2,1
"3859","官立",2,8
"3860","官紳",2,5
"3861","官署",2,5
"3862","官職",2,1
"3863","官能",2,9
"3864","官衙",2,2
"3865","官辦",2,5
"3866","官邸",2,1
"3867","定",1,313
"3868","定例",2,3
"3869","定價",2,2
"3870","定制",2,2
"3871","定居",2,1
"3872","定心丸",3,2
"3873","定時",2,1
"3874","定期",2,15
"3875","定案",2,2
"3876","定立",2,1
"3877","定義",2,2
"3878","定額",2,10
"3879","宛",1,1
"3880","宛轉",2,1
"3881","宜",1,148
"3882","宜昌",2,1
"3883","宜春",2,1
"3884","宜陽",2,1
"3885","客",1,23
"3886","客人",2,2
"3887","客寓",2,1
"3888","客座",2,1
"3889","客棧",2,1
"3890","客氣",2,3
"3891","客車",2,3
"3892","宣",1,35
"3893","宣佈",2,1
"3894","宣傳",2,20
"3895","宣勞",2,1
"3896","宣布",2,28
"3897","宣德",2,2
"3898","宣戰",2,7
"3899","宣揚",2,1
"3900","宣示",2,10
"3901","宣稱",2,1
"3902","宣統",2,23
"3903","宣言",2,33
"3904","宣誓",2,6
"3905","宣講",2,2
"3906","宣讀",2,2
"3907","室",1,52
"3908","宥",1,1
"3909","宦",1,5
"3910","宦官",2,1
"3911","宦途",2,1
"3912","宫",1,1
"3913","宮",1,11
"3914","宮保",2,1
"3915","宮城",2,1
"3916","宮室",2,1
"3917","宮崎",2,2
"3918","宮殿",2,1
"3919","宰",1,2
"3920","宰割",2,2
"3921","害",1,40
"3922","宴",1,3
"3923","宵",1,1
"3924","宵小",2,1
"3925","家",1,246
"3926","家中",2,1
"3927","家人",2,1
"3928","家務",2,1
"3929","家家",2,4
"3930","家屋",2,1
"3931","家屬",2,1
"3932","家山",2,1
"3933","家庭",2,39
"3934","家族",2,2
"3935","家眷",2,2
"3936","家長",2,1
"3937","容",1,43
"3938","容器",2,1
"3939","容忍",2,1
"3940","容易",2,27
"3941","容納",2,10
"3942","容許",2,1
"3943","容貌",2,1
"3944","宿",1,8
"3945","宿儒",2,1
"3946","宿屋",2,2
"3947","宿舍",2,5
"3948","寂寂",2,1
"3949","寂寞",2,1
"3950","寂然",2,1
"3951","寃",1,3
"3952","寄",1,22
"3953","寄居",2,7
"3954","寄托",2,1
"3955","寄生蟲",3,2
"3956","寄留",2,1
"3957","寅",1,23
"3958","密",1,29
"3959","密切",2,16
"3960","密集",2,1
"3961","密雲",2,1
"3962","寇",1,1
"3963","寇讎",2,1
"3964","富",1,51
"3965","富人",2,6
"3966","富商",2,1
"3967","富國",2,1
"3968","富士山",3,3
"3969","富家",2,1
"3970","富庶",2,4
"3971","富強",2,3
"3972","富戶",2,1
"3973","富有",2,3
"3974","富源",2,3
"3975","富美子",3,1
"3976","富豪",2,3
"3977","富貴",2,15
"3978","寒",1,7
"3979","寒冷",2,2
"3980","寒喧",2,1
"3981","寒心",2,4
"3982","寒氣",2,1
"3983","寓",1,19
"3984","寔",1,1
"3985","寖",1,2
"3986","寘",1,1
"3987","察",1,30
"3988","察哈爾",3,4
"3989","察看",2,1
"3990","寡",1,20
"3991","寢",1,7
"3992","寢具",2,1
"3993","寢室",2,1
"3994","寥寥",2,4
"3995","寥廓",2,1
"3996","實",1,319
"3997","實例",2,1
"3998","實利",2,3
"3999","實則",2,1
"4000","實力",2,8
"4001","實務",2,1
"4002","實在",2,22
"4003","實地",2,10
"4004","實心",2,2
"4005","實情",2,3
"4006","實收",2,2
"4007","實數",2,5
"4008","實施",2,8
"4009","實業",2,59
"4010","實權",2,3
"4011","實物",2,1
"4012","實現",2,18
"4013","實用",2,13
"4014","實益",2,2
"4015","實績",2,1
"4016","實缺",2,10
"4017","實習",2,6
"4018","實行",2,121
"4019","實質",2,5
"4020","實踐",2,7
"4021","實際",2,36
"4022","實際上",3,4
"4023","實驗",2,14
"4024","實驗室",3,1
"4025","實體",2,3
"4026","寧",1,39
"4027","寧可",2,1
"4028","寧夏",2,1
"4029","寧波",2,4
"4030","寧靜",2,1
"4031","寧願",2,2
"4032","寨",1,4
"4033","審",1,26
"4034","審判",2,8
"4035","審問",2,3
"4036","審定",2,6
"4037","審察",2,1
"4038","審查",2,14
"4039","審理",2,1
"4040","審計",2,13
"4041","審訊",2,1
"4042","審議",2,16
"4043","寫",1,36
"4044","寫作",2,3
"4045","寫字",2,1
"4046","寫照",2,1
"4047","寫生",2,1
"4048","寬",1,18
"4049","寬厚",2,2
"4050","寬大",2,2
"4051","寬綽",2,1
"4052","寬闊",2,2
"4053","寮",1,2
"4054","寰宇",2,1
"4055","寳",1,3
"4056","寵",1,6
"4057","寶",1,25
"4058","寶器",2,1
"4059","寶山",2,2
"4060","寶庫",2,2
"4061","寶物",2,2
"4062","寶藏",2,1
"4063","寶豐",2,1
"4064","寶貝",2,1
"4065","寶貴",2,3
"4066","寸",1,16
"4067","寺",1,25
"4068","寺僧",2,1
"4069","寺社",2,1
"4070","寺門",2,1
"4071","寺院",2,4
"4072","封",1,19
"4073","封建",2,9
"4074","封鎖",2,9
"4075","封閉",2,3
"4076","射",1,4
"4077","射獵",2,1
"4078","將",1,337
"4079","將來",2,92
"4080","將士",2,5
"4081","將軍",2,18
"4082","將近",2,1
"4083","將領",2,2
"4084","專",1,94
"4085","專任",2,1
"4086","專修",2,1
"4087","專修科",3,5
"4088","專利",2,1
"4089","專制",2,23
"4090","專制主義",4,1
"4091","專司",2,1
"4092","專員",2,5
"4093","專家",2,13
"4094","專差",2,1
"4095","專心",2,1
"4096","專擅",2,3
"4097","專政",2,4
"4098","專斷",2,1
"4099","專有",2,1
"4100","專案",2,1
"4101","專業",2,2
"4102","專橫",2,1
"4103","專欄",2,2
"4104","專權",2,1
"4105","專款",2,3
"4106","專營",2,1
"4107","專科",2,2
"4108","專責",2,1
"4109","專長",2,2
"4110","專門",2,86
"4111","專電",2,2
"4112","尉",1,5
"4113","尊",1,23
"4114","尊嚴",2,1
"4115","尊崇",2,3
"4116","尊敬",2,2
"4117","尊貴",2,1
"4118","尊重",2,16
"4119","尋",1,9
"4120","尋常",2,6
"4121","尋求",2,1
"4122","尋覓",2,1
"4123","對",1,347
"4124","對付",2,2
"4125","對內",2,2
"4126","對壘",2,1
"4127","對外",2,15
"4128","對岸",2,1
"4129","對峙",2,5
"4130","對待",2,5
"4131","對手",2,2
"4132","對抗",2,7
"4133","對方",2,1
"4134","對於",2,268
"4135","對照",2,1
"4136","對立",2,1
"4137","對策",2,1
"4138","對象",2,1
"4139","對面",2,2
"4140","導",1,15
"4141","導師",2,1
"4142","導演",2,9
"4143","導線",2,2
"4144","小",1,168
"4145","小五",2,1
"4146","小亞細亞",4,1
"4147","小人",2,4
"4148","小兒",2,2
"4149","小國",2,4
"4150","小城",2,1
"4151","小姑娘",3,1
"4152","小子",2,4
"4153","小孩",2,1
"4154","小孩子",3,4
"4155","小學",2,64
"4156","小小",2,1
"4157","小島",2,1
"4158","小川",2,1
"4159","小巷",2,1
"4160","小幡",2,1
"4161","小春",2,1
"4162","小時",2,15
"4163","小村",2,6
"4164","小林",2,1
"4165","小森",2,1
"4166","小民",2,3
"4167","小田",2,1
"4168","小田原",3,2
"4169","小石川",3,2
"4170","小米",2,1
"4171","小船",2,4
"4172","小艇",2,1
"4173","小說",2,3
"4174","小金井",3,1
"4175","小館",2,1
"4176","小麥",2,1
"4177","小麥粉",3,2
"4178","少",1,189
"4179","少年",2,6
"4180","少數",2,22
"4181","少爺",2,1
"4182","少許",2,1
"4183","少量",2,1
"4184","尖",1,1
"4185","尖銳",2,1
"4186","尙",1,290
"4187","尚",1,1
"4188","尠",1,2
"4189","尤",1,141
"4190","尤其",2,18
"4191","就",1,371
"4192","就任",2,4
"4193","就學",2,3
"4194","就是",2,10
"4195","就業",2,1
"4196","就職",2,4
"4197","尸",1,2
"4198","尹",1,7
"4199","尺",1,28
"4200","尼",1,6
"4201","尾",1,8
"4202","尾聲",2,1
"4203","局",1,109
"4204","局勢",2,3
"4205","局所",2,2
"4206","局部",2,4
"4207","局長",2,10
"4208","局面",2,6
"4209","居",1,80
"4210","居住",2,14
"4211","居宅",2,1
"4212","居室",2,1
"4213","居心",2,2
"4214","居民",2,21
"4215","居然",2,10
"4216","居留",2,1
"4217","居留地",3,1
"4218","屆",1,39
"4219","屆時",2,1
"4220","屈",1,11
"4221","屈伏",2,2
"4222","屈原",2,2
"4223","屈指",2,2
"4224","屈服",2,3
"4225","屈膝",2,1
"4226","届",1,1
"4227","屋",1,13
"4228","屋宇",2,2
"4229","屍",1,4
"4230","屍身",2,1
"4231","屍骸",2,2
"4232","屍體",2,2
"4233","屑",1,3
"4234","展",1,17
"4235","展期",2,1
"4236","展覽",2,3
"4237","展覽會",3,2
"4238","展開",2,4
"4239","屛",1,3
"4240","屠",1,1
"4241","屠殺",2,3
"4242","屢",1,44
"4243","層",1,26
"4244","層層",2,1
"4245","履",1,3
"4246","履行",2,8
"4247","屬",1,151
"4248","屬員",2,1
"4249","屬實",2,2
"4250","屬於",2,14
"4251","屯",1,8
"4252","屯兵",2,7
"4253","山",1,103
"4254","山僧",2,1
"4255","山口",2,1
"4256","山城",2,1
"4257","山子",2,1
"4258","山寨",2,2
"4259","山山",2,1
"4260","山崗",2,1
"4261","山崩",2,2
"4262","山嶺",2,4
"4263","山川",2,2
"4264","山徑",2,1
"4265","山本",2,2
"4266","山東",2,40
"4267","山東省",3,10
"4268","山林",2,3
"4269","山水",2,3
"4270","山河",2,2
"4271","山洞",2,3
"4272","山澤",2,1
"4273","山積",2,1
"4274","山縣",2,2
"4275","山脈",2,1
"4276","山茶花",3,1
"4277","山西",2,8
"4278","山西省",3,1
"4279","山谷",2,1
"4280","山門",2,1
"4281","山陰",2,1
"4282","山陽",2,3
"4283","山頂",2,1
"4284","屹然",2,1
"4285","岀",1,1
"4286","岌",1,6
"4287","岐",1,1
"4288","岑",1,4
"4289","岑春",2,4
"4290","岔",1,1
"4291","岡",1,5
"4292","岡崎",2,1
"4293","岡本",2,1
"4294","岡部",2,1
"4295","岩井",2,1
"4296","岩倉",2,2
"4297","岩崎",2,2
"4298","岱",1,1
"4299","岳",1,6
"4300","岳州",2,1
"4301","岸",1,6
"4302","峨眉",2,1
"4303","峭直",2,3
"4304","峯",1,4
"4305","峯山",2,1
"4306","峰",1,1
"4307","島",1,36
"4308","島嶼",2,3
"4309","島田",2,2
"4310","島町",2,1
"4311","峻",1,5
"4312","峻嶺",2,2
"4313","崇",1,23
"4314","崇奉",2,3
"4315","崇山",2,2
"4316","崇德",2,1
"4317","崇拜",2,2
"4318","崇敬",2,1
"4319","崎嶇",2,1
"4320","崑",1,3
"4321","崑崙",2,1
"4322","崗",1,1
"4323","崙",1,4
"4324","崛起",2,4
"4325","崩",1,8
"4326","崩壞",2,1
"4327","崩潰",2,5
"4328","崩解",2,1
"4329","崱",1,1
"4330","崴",1,1
"4331","嵊",1,2
"4332","嵌",1,4
"4333","嵩",1,1
"4334","嵩縣",2,1
"4335","嶄然",2,1
"4336","嶺",1,9
"4337","嶼",1,1
"4338","嶽",1,8
"4339","巍巍",2,1
"4340","巍然",2,1
"4341","巖",1,4
"4342","川",1,43
"4343","川北",2,1
"4344","川崎",2,1
"4345","川路",2,2
"4346","川道",2,1
"4347","川邊",2,3
"4348","州",1,93
"4349","州縣",2,19
"4350","巡",1,4
"4351","巡回",2,1
"4352","巡捕",2,1
"4353","巡撫",2,17
"4354","巡游",2,1
"4355","巡緝",2,1
"4356","巡行",2,1
"4357","巡視",2,3
"4358","巡警",2,17
"4359","巡遊",2,1
"4360","巡防",2,3
"4361","巢",1,6
"4362","工",1,88
"4363","工事",2,6
"4364","工人",2,48
"4365","工作",2,52
"4366","工價",2,2
"4367","工兵",2,1
"4368","工具",2,12
"4369","工務",2,2
"4370","工商",2,47
"4371","工商界",3,1
"4372","工場",2,12
"4373","工大",2,1
"4374","工夫",2,3
"4375","工學",2,8
"4376","工巧",2,1
"4377","工廠",2,35
"4378","工會",2,16
"4379","工業",2,87
"4380","工礦",2,1
"4381","工科",2,9
"4382","工程",2,19
"4383","工程師",3,8
"4384","工聯",2,1
"4385","工藝",2,21
"4386","工資",2,6
"4387","工部",2,3
"4388","工錢",2,1
"4389","工黨",2,2
"4390","左",1,72
"4391","左傳",2,2
"4392","左右",2,32
"4393","左氏傳",3,1
"4394","左派",2,1
"4395","左記",2,1
"4396","巧",1,10
"4397","巨",1,36
"4398","巨大",2,3
"4399","巨富",2,1
"4400","巨款",2,2
"4401","巨艦",2,1
"4402","巨頭",2,2
"4403","巨額",2,5
"4404","巫",1,5
"4405","差",1,35
"4406","差不多",3,5
"4407","差別",2,13
"4408","差異",2,5
"4409","己",1,53
"4410","己身",2,1
"4411","已",1,568
"4412","已往",2,2
"4413","已經",2,64
"4414","巳",1,14
"4415","巴",1,30
"4416","巴斯",2,37
"4417","巴爾",2,4
"4418","巴西",2,1
"4419","巴陵",2,1
"4420","巴黎",2,16
"4421","巵",1,1
"4422","巷",1,9
"4423","巽",1,4
"4424","巾",1,2
"4425","市",1,186
"4426","市價",2,115
"4427","市制",2,7
"4428","市區",2,1
"4429","市場",2,10
"4430","市岡",2,1
"4431","市島",2,1
"4432","市川",2,1
"4433","市政",2,9
"4434","市政府",3,1
"4435","市政廳",3,3
"4436","市民",2,11
"4437","市町村",3,2
"4438","市街",2,5
"4439","市長",2,15
"4440","布",1,41
"4441","布施",2,2
"4442","布疋",2,6
"4443","布置",2,9
"4444","布衣",2,1
"4445","布雷",2,1
"4446","帆",1,2
"4447","希",1,12
"4448","希世",2,1
"4449","希冀",2,1
"4450","希望",2,60
"4451","希求",2,1
"4452","希爾",2,1
"4453","希臘",2,3
"4454","帖",1,12
"4455","帝",1,100
"4456","帝制",2,7
"4457","帝國",2,70
"4458","帝國主義",4,23
"4459","帝政",2,1
"4460","帝王",2,4
"4461","帝都",2,2
"4462","帥",1,5
"4463","带刺",2,1
"4464","師",1,85
"4465","師事",2,4
"4466","師團",2,9
"4467","師大",2,1
"4468","師承",2,1
"4469","師法",2,1
"4470","師生",2,3
"4471","師範",2,109
"4472","師範大學",4,3
"4473","師說",2,1
"4474","師資",2,7
"4475","師長",2,5
"4476","席",1,23
"4477","席上",2,3
"4478","帲",1,1
"4479","帳",1,2
"4480","帳幕",2,1
"4481","帳目",2,8
"4482","帶",1,73
"4483","帶來",2,1
"4484","帶有",2,3
"4485","帶領",2,2
"4486","常",1,87
"4487","常人",2,3
"4488","常例",2,3
"4489","常備軍",3,2
"4490","常川",2,1
"4491","常常",2,9
"4492","常年",2,9
"4493","常德",2,11
"4494","常會",2,5
"4495","常服",2,1
"4496","常理",2,1
"4497","常用",2,2
"4498","常識",2,3
"4499","常駐",2,6
"4500","帽",1,4
"4501","幅",1,6
"4502","幅員",2,2
"4503","幕",1,13
"4504","幕府",2,2
"4505","幕末",2,1
"4506","幟",1,2
"4507","幡然",2,1
"4508","幣",1,22
"4509","幣制",2,7
"4510","幪",1,1
"4511","幫",1,14
"4512","幫助",2,7
"4513","幫辦",2,1
"4514","干",1,11
"4515","干城",2,1
"4516","干戈",2,2
"4517","干涉",2,32
"4518","干預",2,23
"4519","平",1,61
"4520","平價",2,29
"4521","平凡",2,1
"4522","平南",2,1
"4523","平原",2,4
"4524","平和",2,10
"4525","平地",2,1
"4526","平均",2,27
"4527","平坦",2,2
"4528","平塚",2,1
"4529","平壤",2,1
"4530","平安",2,1
"4531","平山",2,1
"4532","平常",2,3
"4533","平底",2,1
"4534","平方",2,1
"4535","平日",2,8
"4536","平時",2,11
"4537","平民",2,33
"4538","平津",2,5
"4539","平海",2,1
"4540","平生",2,1
"4541","平等",2,16
"4542","平素",2,1
"4543","平織",2,2
"4544","平衡",2,1
"4545","平路",2,1
"4546","平靜",2,2
"4547","平面",2,1
"4548","年",1,1171
"4549","年代",2,3
"4550","年少",2,1
"4551","年度",2,14
"4552","年紀",2,5
"4553","年級",2,5
"4554","年輕",2,2
"4555","年金",2,1
"4556","年鑑",2,3
"4557","年限",2,24
"4558","年齡",2,8
"4559","幷",1,62
"4560","幸",1,35
"4561","幸福",2,13
"4562","幸而",2,2
"4563","幸運",2,1
"4564","幹",1,21
"4565","幹事",2,11
"4566","幹線",2,2
"4567","幹道",2,2
"4568","幹部",2,1
"4569","幻想",2,1
"4570","幼",1,12
"4571","幼君",2,1
"4572","幼年",2,2
"4573","幼稚",2,23
"4574","幼稚園",3,6
"4575","幼童",2,1
"4576","幽",1,3
"4577","幽囚",2,1
"4578","幽渺",2,1
"4579","幽閉",2,1
"4580","幽雅",2,2
"4581","幽靜",2,1
"4582","幾",1,155
"4583","幾乎",2,10
"4584","幾十",2,8
"4585","幾千",2,4
"4586","幾多",2,1
"4587","幾萬",2,1
"4588","庄",1,1
"4589","庇",1,1
"4590","庇蔭",2,1
"4591","床",1,6
"4592","序",1,17
"4593","序文",2,4
"4594","底",1,21
"4595","底層",2,4
"4596","店",1,13
"4597","店鋪",2,1
"4598","店頭",2,1
"4599","庚",1,17
"4600","庚子",2,37
"4601","府",1,107
"4602","府中",2,1
"4603","府君",2,1
"4604","府城",2,6
"4605","府綢",2,2
"4606","庠",1,1
"4607","度",1,66
"4608","度量",2,1
"4609","度量衡",3,2
"4610","座",1,14
"4611","座位",2,2
"4612","座談會",3,1
"4613","庫",1,18
"4614","庫倫",2,3
"4615","庫爾",2,1
"4616","庫藏",2,2
"4617","庭",1,8
"4618","庵",1,2
"4619","庶",1,19
"4620","庶務",2,14
"4621","庶幾",2,1
"4622","庶政",2,2
"4623","庶民",2,1
"4624","康",1,22
"4625","康健",2,2
"4626","康德",2,1
"4627","康德黎",3,1
"4628","康熙",2,2
"4629","康莊",2,2
"4630","庸",1,17
"4631","庸俗",2,1
"4632","庸醫",2,1
"4633","廁所",2,1
"4634","廂",1,2
"4635","廂房",2,3
"4636","廈",1,1
"4637","廈門",2,2
"4638","廉",1,13
"4639","廐",1,2
"4640","廓",1,1
"4641","廕",1,2
"4642","廚子",2,1
"4643","廚房",2,3
"4644","廛",1,1
"4645","廟",1,17
"4646","廟宇",2,3
"4647","廠",1,28
"4648","廢",1,90
"4649","廢帝",2,2
"4650","廢弛",2,3
"4651","廢棄",2,1
"4652","廢止",2,20
"4653","廢除",2,13
"4654","廣",1,59
"4655","廣南",2,1
"4656","廣博",2,3
"4657","廣大",2,9
"4658","廣子",2,1
"4659","廣安",2,1
"4660","廣島",2,1
"4661","廣州",2,29
"4662","廣播",2,1
"4663","廣東",2,26
"4664","廣泛",2,3
"4665","廣田",2,1
"4666","廣義",2,1
"4667","廣西",2,26
"4668","廣闊",2,1
"4669","廩",1,2
"4670","廬",1,3
"4671","廬州",2,1
"4672","廳",1,76
"4673","廳長",2,5
"4674","延",1,34
"4675","延伸",2,1
"4676","延吉",2,1
"4677","延宕",2,1
"4678","延延",2,1
"4679","延攬",2,1
"4680","延期",2,3
"4681","延燒",2,2
"4682","延緩",2,1
"4683","延聘",2,4
"4684","延長",2,20
"4685","廷",1,43
"4686","廷臣",2,1
"4687","廸",1,1
"4688","建",1,49
"4689","建國",2,14
"4690","建安",2,2
"4691","建樹",2,1
"4692","建武",2,2
"4693","建物",2,3
"4694","建立",2,31
"4695","建築",2,32
"4696","建築物",3,5
"4697","建設",2,73
"4698","建設廳",3,1
"4699","建議",2,11
"4700","建造",2,2
"4701","廿",1,2
"4702","弁",1,1
"4703","弄",1,8
"4704","弄堂",2,1
"4705","弄成",2,1
"4706","弈",1,2
"4707","弊",1,29
"4708","弊害",2,3
"4709","弊病",2,1
"4710","弊竇",2,1
"4711","弊端",2,3
